long,lat,systemnr,stednr,loknr,sbext,frednr,stednavn,stednavnsb,anlnr,anlaegstyp,anlaegsbet,dateringsk,datering,fra_aar,til_aar,kommunenav,kommunenr,sevaerdigh,url
11.8085409,54.93599935,2395,70109,29,,,Storeholm,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-5400,-3951,Guldborgsund,376,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/2395/
10.61705227,55.46537861,4581,80104,6,,,Barnehøj,Fortidsminde/lokalt kaldenavn,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4581/
10.61953044,55.4370728,4591,80106,10,,,Ladby,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4591/
10.61666038,55.44536081,4599,80106,7,,,Nymarksgaard,"Ejendom, gård, hus",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4599/
10.65054344,55.50256003,4664,80108,1,B,,Mesinge,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4664/
10.61350954,55.51534767,4667,80108,4,,,Midskov,"Landskab, herunder vådområde",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4667/
10.58114308,55.46336739,4709,80109,12,,,Snekkeled,Uspecificeret,1,3188,Skaldynge,CXXX,Jernalder,-500,1066,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4709/
10.58143344,55.46548454,4710,80109,13,,,Snekkeled,Uspecificeret,1,3188,Skaldynge,CXXX,Jernalder,-500,1066,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4710/
10.65184289,55.41820832,4734,80110,1,,,Revninge,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,OXXX,Oldtid,-250000,1066,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4734/
10.65500331,55.41784206,4746,80110,2,,,Revninge,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4746/
10.62524077,55.41523948,4765,80111,3,,,Tvinde,Uspecificeret,1,3188,Skaldynge,OXXX,Oldtid,-250000,1066,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4765/
10.62290264,55.54576994,4834,80112,51,,,Langø,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-4300,-3951,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4834/
10.62290264,55.54576994,4834,80112,51,,,Langø,Uspecificeret,2,3188,Skaldynge,AXXX,Stenalder,-3950,-2801,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4834/
10.62290264,55.54576994,4834,80112,51,,,Langø,Uspecificeret,3,3188,Skaldynge,AXXX,Stenalder,-2800,-2351,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4834/
10.62290264,55.54576994,4834,80112,51,,,Langø,Uspecificeret,4,3188,Skaldynge,OXXX,Oldtid,-2350,-1101,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4834/
10.62290264,55.54576994,4834,80112,51,,,Langø,Uspecificeret,5,3188,Skaldynge,OXXX,Oldtid,-1100,375,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4834/
10.59685975,55.61378242,4837,80112,54,,,Fyns Hoved,"Landskab, herunder vådområde",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4837/
10.61271879,55.5978391,4839,80112,57,,,Mejlø,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4839/
10.62035257,55.55660587,4843,80112,62,A,,Højbjerg,Fortidsminde/lokalt kaldenavn,1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4843/
10.60445207,55.60956741,4859,80112,78,,,Æø,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-5400,-3951,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4859/
10.59405514,55.6111858,4870,80112,90,,,Fyns Hoved,"Landskab, herunder vådområde",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Kerteminde,440,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4870/
9.895508469,55.2427083,5176,80211,2,E,,Thorøhuse,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,OXXX,Oldtid,-250000,1066,Assens,420,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5176/
10.47106746,55.53211307,5474,80305,41,,,Romsø,Uspecificeret,1,3188,Skaldynge,OXXX,Oldtid,-250000,1066,Nordfyns,480,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5474/
10.31116619,55.59601543,5841,80504,19,,,Askø,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-3300,-2801,Nordfyns,480,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5841/
10.31116619,55.59601543,5841,80504,19,,,Askø,Uspecificeret,2,3188,Skaldynge,CXXX,Jernalder,1,174,Nordfyns,480,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5841/
10.12006162,55.57936232,5961,80601,4,,,Bogense,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-5400,-3951,Nordfyns,480,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5961/
10.12006162,55.57936232,5961,80601,4,,,Bogense,Uspecificeret,2,3188,Skaldynge,AXXX,Stenalder,-3950,-1701,Nordfyns,480,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5961/
10.17933308,55.55523577,6025,80606,4,,,Esterbølle Bjerge,"Landskab, herunder vådområde",2,3188,Skaldynge,OXXX,Oldtid,-250000,1066,Nordfyns,480,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/6025/
10.17697134,55.58813895,6029,80606,10,,,Faarehalen,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Nordfyns,480,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/6029/
10.11423648,55.55010263,6082,80608,5,,,Harreslev Hestehave,"Landskab, herunder vådområde",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Nordfyns,480,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/6082/
9.915096385,55.50833065,6242,80701,24,,,Baaring Skov,"Landskab, herunder vådområde",1,3188,Skaldynge,CXXX,Jernalder,1,174,Middelfart,410,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/6242/
9.779584845,55.45840725,6365,80707,1,,35112,Svinø,Beretningsnavn,1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Middelfart,410,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/6365/
9.779584845,55.45840725,6365,80707,1,,35112,Svinø,Beretningsnavn,2,3188,Skaldynge,CXXX,Jernalder,-500,374,Middelfart,410,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/6365/
10.77429387,55.10150771,7253,90107,99,,,Elsehoved,"Landskab, herunder vådområde",1,3188,Skaldynge,AXXX,Stenalder,-3950,-1701,Svendborg,479,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/7253/
10.90264022,55.13217841,7462,90202,14,,,Lohals,Uspecificeret,1,3188,Skaldynge,OXXX,Oldtid,-250000,1066,Langeland,482,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/7462/
10.90141285,55.12978881,7463,90202,15,,,Nygaard,"Ejendom, gård, hus",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Langeland,482,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/7463/
10.90141285,55.12978881,7463,90202,15,,,Nygaard,"Ejendom, gård, hus",2,3188,Skaldynge,CXXX,Jernalder,-500,374,Langeland,482,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/7463/
10.90366264,55.13652158,7464,90202,16,,,Lohals,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Langeland,482,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/7464/
10.9024205,55.1348153,7465,90202,17,,,Flindts Badehotel,Offentlige bygninger og pladser,1,3188,Skaldynge,AXXX,Stenalder,-3950,-3301,Langeland,482,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/7465/
10.68935948,54.77175884,7946,90306,87,,,Magleby Nor,Farvandsområde,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Langeland,482,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/7946/
10.17523792,55.08726377,8240,90412,17,,,Elmelund,Uspecificeret,1,3188,Skaldynge,OXXX,Oldtid,-250000,1066,Faaborg-Midtfyn,430,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/8240/
10.10884897,55.09897591,8299,90412,75,,,Bøjgden,Uspecificeret,1,3188,Skaldynge,OXXX,Oldtid,-250000,1066,Faaborg-Midtfyn,430,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/8299/
10.14402645,55.04219515,8467,90417,21,,,Lyø,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-3950,-1701,Faaborg-Midtfyn,430,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/8467/
10.60726365,55.02071008,8786,90502,2,,411725,Bregninge Præstegaard,"Ejendom, gård, hus",2,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Svendborg,479,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/8786/
10.52856759,55.03213161,8882,90504,33,,,Egense,Uspecificeret,2,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Svendborg,479,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/8882/
10.62550375,55.05961751,9097,90513,27,,,Christiansminde,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-3950,-2801,Svendborg,479,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9097/
10.62413568,55.05986046,9123,90513,54,,,Øxenbjerg,"Landskab, herunder vådområde",1,3188,Skaldynge,AXXX,Stenalder,-3950,-2801,Svendborg,479,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9123/
10.70784535,55.05325929,9139,90514,19,,,Øgavl,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-5400,-3951,Svendborg,479,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9139/
10.70784535,55.05325929,9139,90514,19,,,Øgavl,Uspecificeret,2,3188,Skaldynge,AXXX,Stenalder,-3950,-2801,Svendborg,479,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9139/
10.70784535,55.05325929,9139,90514,19,,,Øgavl,Uspecificeret,3,3188,Skaldynge,AXXX,Stenalder,-2350,-1701,Svendborg,479,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9139/
10.67702198,55.0574447,9141,90515,44,,,Bjørnemosegård,"Ejendom, gård, hus",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Svendborg,479,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9141/
10.67089575,55.05809516,9145,90515,8,,,Bjørnemose,"Landskab, herunder vådområde",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Svendborg,479,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9145/
10.78285334,55.30479933,9473,90611,16,,,Dyrehavegaard,"Ejendom, gård, hus",1,3188,Skaldynge,BXXX,Bronzealder,-1700,-501,Nyborg,450,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9473/
10.7842966,55.30466141,9474,90611,17,,,Dyrehavegaard,"Ejendom, gård, hus",1,3188,Skaldynge,BXXX,Bronzealder,-1100,-501,Nyborg,450,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9474/
10.32352765,54.90847062,9703,90701,30,,,Skovby,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Ærø,492,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9703/
10.39735768,54.88645172,9959,90707,4,,,Ærøskøbing,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,BXXX,Bronzealder,-1700,-501,Ærø,492,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9959/
10.49877509,57.34099675,13105,100214,110,,,Sæby Købstad,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Frederikshavn,813,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/13105/
9.500118726,57.10975351,15434,100703,37,,,Brovst,"Ejendom, gård, hus",1,3188,Skaldynge,AXXX,Stenalder,-5700,-3301,Jammerbugt,849,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15434/
8.617105769,56.8814629,16887,110111,31,A,,Sundby,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Thisted,787,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/16887/
8.870056912,57.03192539,18085,110212,31,,,Gjærhøj,Fortidsminde/lokalt kaldenavn,1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Thisted,787,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/18085/
8.857106296,57.03216282,18090,110212,36,,,Østerild,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Thisted,787,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/18090/
8.86092636,57.032769,18091,110212,37,,,Østerild,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Thisted,787,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/18091/
8.863267502,57.03234038,18092,110212,38,,,Østerild,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Thisted,787,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/18092/
8.866265281,57.03255922,18093,110212,39,,,Gærhøj,Fortidsminde/lokalt kaldenavn,1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Thisted,787,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/18093/
8.69208116,56.97503636,18965,110309,1,,,Tinstrup,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Thisted,787,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/18965/
8.693536327,56.81782673,19405,110403,25,,,Dragstrup,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Morsø,773,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/19405/
8.881938632,56.92714528,19670,110409,48,,,Sejerslev Kær,"Landskab, herunder vådområde",1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Morsø,773,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/19670/
8.891751396,56.94824743,19746,110409,125,,,Hesselbjerg,"Landskab, herunder vådområde",1,3188,Skaldynge,AXXX,Stenalder,-4800,-3001,Morsø,773,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/19746/
8.678902345,56.82227283,19830,110411,42,,,Mellem Jølby,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Morsø,773,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/19830/
8.683324189,56.82247278,19831,110411,42,A,,Solbjerg,"Landskab, herunder vådområde",1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Morsø,773,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/19831/
8.679440443,56.88772928,19876,110412,26,,,Sundby,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Morsø,773,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/19876/
8.82770301,56.76382228,20284,110506,123,,,Legind,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Morsø,773,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/20284/
8.83421683,56.76305851,20305,110506,133,,,Legind Skole,Offentlige bygninger og pladser,1,3188,Skaldynge,AXXX,Stenalder,-5400,-3951,Morsø,773,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/20305/
8.832454875,56.76567942,20339,110506,177,,,Dalgård,"Ejendom, gård, hus",5,3188,Skaldynge,AXXX,Stenalder,-5400,-3951,Morsø,773,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/20339/
9.028848186,57.14028297,22710,110707,10,,,Troldsting,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-3950,-1701,Thisted,787,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/22710/
9.024731992,57.03768591,22946,110712,59,,,Øsløs,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Thisted,787,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/22946/
9.034938961,57.02764909,22959,110712,72,,,Øsløs,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Thisted,787,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/22959/
9.037739431,57.02762133,22960,110712,73,,,Øsløs,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Thisted,787,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/22960/
10.10014742,56.92835786,23028,120103,2,,,Gudumlund Skovhuse,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Aalborg,851,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/23028/
9.976276269,57.06113554,23176,120108,10,,,Rørdal,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Aalborg,851,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/23176/
9.966664491,57.05611616,23177,120108,11,,,Nørre Tranders,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Aalborg,851,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/23177/
9.958352822,57.0477082,23301,120114,12,A,,Signalbakken,"Landskab, herunder vådområde",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Aalborg,851,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/23301/
9.93569435,57.03352318,23306,120114,18,,,Vejgård,"Ejendom, gård, hus",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Aalborg,851,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/23306/
9.253741588,56.6979223,23405,120201,47,,,Elkjær Gaardene,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Vesthimmerland,820,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/23405/
9.235357617,56.69313398,23414,120201,56,,,Lundgaard,"Ejendom, gård, hus",1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Vesthimmerland,820,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/23414/
9.17914298,56.66557487,24127,120209,43,,,Hessel,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Vesthimmerland,820,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/24127/
9.161717257,56.67678365,24134,120209,50,,,Skovgårde,"Ejendom, gård, hus",1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Vesthimmerland,820,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/24134/
9.181094645,56.80046425,24339,120212,63,,150811,Ertebølle,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,AXXX,Stenalder,-5400,-3951,Vesthimmerland,820,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/24339/
9.207773678,56.76894368,24340,120212,64,,,Riisgård,"Ejendom, gård, hus",1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Vesthimmerland,820,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/24340/
9.297547182,56.70752813,24396,120213,25,,,Ulltis,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Vesthimmerland,820,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/24396/
10.01073076,56.6861233,25503,120406,17,,,Ovegård Mølle,"Ejendom, gård, hus",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Mariagerfjord,846,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/25503/
10.0124616,56.688571,25504,120406,18,,,Ovegård Mølle,"Ejendom, gård, hus",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Mariagerfjord,846,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/25504/
10.00697184,56.68291034,25507,120406,21,,,Ouegaard,"Ejendom, gård, hus",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Mariagerfjord,846,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/25507/
9.974892224,56.67330049,25512,120406,26,,,Stinesminde,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Mariagerfjord,846,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/25512/
10.13675847,56.72661815,26036,120413,40,,,Møllehøjgård,"Ejendom, gård, hus",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Mariagerfjord,846,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/26036/
10.13118451,56.72495279,26046,120404,39,,,Sindsholt,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Mariagerfjord,846,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/26046/
10.12318298,56.72132348,26073,120404,70,,,Soubakken,"Landskab, herunder vådområde",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Mariagerfjord,846,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/26073/
10.11236186,56.71511334,26079,120404,76,,,Hadsund Kro,Offentlige bygninger og pladser,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Mariagerfjord,846,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/26079/
10.16302627,56.73311435,26083,120413,80,,,Bøsholt Kær,"Landskab, herunder vådområde",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Mariagerfjord,846,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/26083/
10.09711445,56.70150211,26094,120414,4,,,Tygeslund,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Mariagerfjord,846,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/26094/
10.02739225,56.69547468,26188,120414,99,,,Vive,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Mariagerfjord,846,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/26188/
9.591115319,56.95970121,26355,120501,95,,,Lundbæk,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-5400,-3951,Aalborg,851,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/26355/
9.299362376,56.99152482,28176,120708,12,A,,Aggersund Kalkværk,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,AXXX,Stenalder,-5400,-3951,Vesthimmerland,820,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/28176/
9.376980454,56.93482694,28298,120709,98,,,Nørregård,"Ejendom, gård, hus",1,3188,Skaldynge,CXXX,Jernalder,-500,374,Vesthimmerland,820,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/28298/
9.216071215,56.8743206,28328,120710,20,,14082,Vitskøl Kloster,Fortidsminde/lokalt kaldenavn,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Vesthimmerland,820,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/28328/
9.551998649,56.96994142,28352,120711,12,,,Sebber Skole,Offentlige bygninger og pladser,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Aalborg,851,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/28352/
9.555346484,56.97274747,28353,120711,13,,,Valsted,"Bebyggelse, havne og industrianlæg",1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Aalborg,851,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/28353/
9.561956051,56.96050924,28355,120711,15,,,Sebbersund,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Aalborg,851,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/28355/
9.294046017,56.90362466,28472,120714,25,,,Møllegården,"Ejendom, gård, hus",2,3188,Skaldynge,AXXX,Stenalder,-5400,-3951,Vesthimmerland,820,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/28472/
9.294933333,56.90371241,28473,120714,26,,,Møllegården,"Ejendom, gård, hus",2,3188,Skaldynge,AXXX,Stenalder,-5400,-3951,Vesthimmerland,820,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/28473/
9.551611454,56.85119645,28557,120801,51,,,Povlholm,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Vesthimmerland,820,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/28557/
9.577625653,56.86035023,29214,120811,47,,,Skivum,Uspecificeret,2,3188,Skaldynge,AXXX,Stenalder,-250000,-3951,Vesthimmerland,820,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/29214/
9.582134103,56.88560072,29227,120811,58,,,Vestergaarde 2,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-9000,-3951,Vesthimmerland,820,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/29227/
9.097194236,56.56499089,29786,130102,52,,,Dalsgård,"Ejendom, gård, hus",3,3188,Skaldynge,AXXX,Stenalder,-5400,-3951,Skive,779,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/29786/
9.097194236,56.56499089,29786,130102,52,,,Dalsgård,"Ejendom, gård, hus",4,3188,Skaldynge,AXXX,Stenalder,-3950,-2801,Skive,779,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/29786/
9.097194236,56.56499089,29786,130102,52,,,Dalsgård,"Ejendom, gård, hus",5,3188,Skaldynge,AXXX,Stenalder,-2350,-1701,Skive,779,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/29786/
9.104797832,56.58434538,30182,130106,111,,,Staaringegaard,"Ejendom, gård, hus",2,3188,Skaldynge,AXXX,Stenalder,-5400,-3951,Skive,779,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/30182/
9.155489488,56.62677791,30496,130109,6,,,Lundø,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Skive,779,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/30496/
9.136136362,56.62035901,30505,130109,4,,,Lundø,Uspecificeret,1,3188,Skaldynge,AXXX,Stenalder,-250000,-1701,Skive,779,0,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/30505/
